How each copy on the ring is turned.\nyaw as set:    every copy keeps the yaw from the spawn options (all parallel, like a grid).\nX to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.\nX outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	How each copy on the ring is turned.\nyaw as set:    every copy keeps the yaw from the spawn options (all parallel, like a grid).\nX to center:   the object's X axis points at the middle of the ring: chairs around a table, seats around a fire.\nX outward:     the object's X axis points away from the middle: torches, statues or spikes facing out.	圆环上每个副本的朝向方式。\n保持当前偏航角：每个副本都使用生成选项中的偏航角（彼此平行）。\nX 轴朝向中心：物体 X 轴指向圆心，适合围桌椅子或篝火座位。\nX 轴朝外：物体 X 轴背离圆心，适合朝外的火炬、雕像或尖刺。	圓環上每個複本的朝向方式。\n保持目前偏航角：每個複本都使用生成選項中的偏航角（彼此平行）。\nX 軸朝向中心：物件 X 軸指向圓心，適合圍桌椅子或營火座位。\nX 軸朝外：物件 X 軸背離圓心，適合朝外的火炬、雕像或尖刺。	Ausrichtung der Kopien auf dem Ring.\nWinkel beibehalten: Alle Kopien bleiben parallel.\nX zur Mitte: X-Achse zeigt zum Mittelpunkt (Stühle um Tisch oder Feuer).\nX nach außen: X-Achse zeigt nach außen (Fackeln, Statuen oder Spitzen).	Orientation des copies sur le cercle.\nAngle défini : les copies restent parallèles.\nX vers le centre : l’axe X pointe vers le centre (chaises autour d’une table ou d’un feu).\nX vers l’extérieur : l’axe X pointe dehors (torches, statues ou piques).	원형 배치의 방향입니다.\n설정된 요: 모든 복사본이 서로 평행합니다.\nX축이 중심을 향함: X축이 원의 중심을 향합니다(테이블이나 모닥불 주변 좌석).\nX축이 바깥을 향함: X축이 중심에서 바깥을 향합니다(횃불, 조각상, 가시).	円形配置の向きです。\n設定ヨー：すべて平行になります。\nX軸を中心へ：X軸を円の中心に向けます（テーブルや焚き火を囲む椅子）。\nX軸を外側へ：X軸を外に向けます（外向きのたいまつ、像、とげ）。	Orientación de las copias en el círculo.\nGiro definido: todas quedan paralelas.\nX hacia el centro: el eje X apunta al centro (sillas alrededor de una mesa o fuego).\nX hacia fuera: el eje X apunta hacia afuera (antorchas, estatuas o púas).	Orientação das cópias no círculo.\nRotação definida: todas ficam paralelas.\nX para o centro: o eixo X aponta para o centro (cadeiras ao redor de mesa ou fogueira).\nX para fora: o eixo X aponta para fora (tochas, estátuas ou estacas).	Направление копий на круге.\nЗаданный угол: все копии параллельны.\nОсь X к центру: ось направлена к центру (стулья у стола или костра).\nОсь X наружу: ось направлена от центра (факелы, статуи, шипы).	Çemberdeki kopyaların yönü.\nSabit yaw: tüm kopyalar paralel kalır.\nX merkeze dönük: X ekseni merkeze bakar (masa veya ateş çevresindeki sandalyeler).\nX dışa dönük: X ekseni dışarı bakar (meşaleler, heykeller, sivri kazıklar).
Empty the scene	Empty the scene	清空场景	清空場景	Szene leeren	Vider la scène	장면 비우기	シーンを空にする	Vaciar escena	Esvaziar cena	Очистить сцену	Sahneyi boşalt
Import .cdproj	Import .cdproj	导入 .cdproj	匯入 .cdproj	.cdproj importieren	Importer un .cdproj	.cdproj 가져오기	.cdprojをインポート	Importar .cdproj	Importar .cdproj	Импорт .cdproj	.cdproj içe aktar
Open folder	Open folder	打开文件夹	開啟資料夾	Ordner öffnen	Ouvrir le dossier	폴더 열기	フォルダーを開く	Abrir carpeta	Abrir pasta	Открыть папку	Klasörü aç
imported %s	imported %s	已导入 %s	已匯入 %s	%s importiert	%s importé	%s 가져옴	%sをインポートしました	%s importado	%s importado	Импортировано: %s	%s içe aktarıldı
import failed	import failed	导入失败	匯入失敗	Import fehlgeschlagen	Échec de l’importation	가져오기 실패	インポートに失敗しました	Error al importar	Falha ao importar	Ошибка импорта	İçe aktarma başarısız
saved %s (%d objects)	saved %s (%d objects)	已保存 %s（%d 个物体）	已儲存 %s（%d 個物件）	%s gespeichert (%d Objekte)	%s enregistré (%d objets)	%s 저장됨(오브젝트 %d개)	%sを保存しました（オブジェクト%d個）	%s guardado (%d objetos)	%s salvo (%d objetos)	Сохранено: %s (объектов: %d)	%s kaydedildi (%d nesne)
overwrote %s	overwrote %s	已覆盖 %s	已覆寫 %s	%s überschrieben	%s écrasé	%s 덮어씀	%sを上書きしました	%s sobrescrito	%s sobrescrito	Перезаписано: %s	%s üzerine yazıldı
overwrote %s (%d objects)	overwrote %s (%d objects)	已覆盖 %s（%d 个物体）	已覆寫 %s（%d 個物件）	%s überschrieben (%d Objekte)	%s écrasé (%d objets)	%s 덮어씀(오브젝트 %d개)	%sを上書きしました（オブジェクト%d個）	%s sobrescrito (%d objetos)	%s sobrescrito (%d objetos)	Перезаписано: %s (объектов: %d)	%s üzerine yazıldı (%d nesne)
loading %s (added to the scene)	loading %s (added to the scene)	正在加载 %s（已添加到场景）	正在載入 %s（已加入場景）	%s wird geladen (zur Szene hinzugefügt)	Chargement de %s (ajouté à la scène)	%s 불러오는 중(장면에 추가됨)	%sを読み込み中（シーンに追加）	Cargando %s (añadido a la escena)	Carregando %s (adicionado à cena)	Загрузка %s (добавлен на сцену)	%s yükleniyor (sahneye eklendi)
replaced by %s	replaced by %s	已替换为 %s	已取代為 %s	Durch %s ersetzt	Remplacé par %s	%s로 교체됨	%sに置き換え	Reemplazado por %s	Substituído por %s	Заменено проектом %s	%s ile değiştirildi
save failed	save failed	保存失败	儲存失敗	Speichern fehlgeschlagen	Échec de l’enregistrement	저장 실패	保存に失敗しました	Error al guardar	Falha ao salvar	Ошибка сохранения	Kaydetme başarısız
new project: scene emptied - place your objects, then save under a new name	new project: scene emptied - place your objects, then save under a new name	新项目：场景已清空。放置物体后，请使用新名称保存。	新專案：場景已清空。放置物件後，請使用新名稱儲存。	Neues Projekt: Szene geleert. Platziere Objekte und speichere unter einem neuen Namen.	Nouveau projet : scène vidée. Placez vos objets, puis enregistrez sous un nouveau nom.	새 프로젝트: 장면을 비웠습니다. 오브젝트를 배치한 뒤 새 이름으로 저장하세요.	新規プロジェクト：シーンを空にしました。オブジェクトを配置して新しい名前で保存してください。	Proyecto nuevo: escena vacía. Coloca objetos y guarda con un nombre nuevo.	Novo projeto: cena esvaziada. Posicione os objetos e salve com um novo nome.	Новый проект: сцена очищена. Разместите объекты и сохраните под новым именем.	Yeni proje: sahne boşaltıldı. Nesneleri yerleştirip yeni adla kaydedin.
%s = %s   %s = hide	%s = %s   %s = hide	%s = %s   %s = 隐藏	%s = %s   %s = 隱藏	%s = %s   %s = ausblenden	%s = %s   %s = masquer	%s = %s   %s = 숨기기	%s = %s   %s = 非表示	%s = %s   %s = ocultar	%s = %s   %s = ocultar	%s = %s   %s = скрыть	%s = %s   %s = gizle
hides prefabs without a visible mesh	hides prefabs without a visible mesh	隐藏没有可见网格的预制件	隱藏沒有可見網格的預製件	Blendet Prefabs ohne sichtbares Mesh aus	Masque les prefabs sans maillage visible	보이는 메시가 없는 프리팹 숨기기	表示メッシュのないPrefabを隠す	Oculta prefabs sin malla visible	Oculta prefabs sem malha visível	Скрывает префабы без видимого меша	Görünür mesh içermeyen prefabları gizler
hides prefabs without static meshes (skinned characters, logic-only prefabs): they spawn nothing visible	hides prefabs without static meshes (skinned characters, logic-only prefabs): they spawn nothing visible	隐藏没有静态网格的预制件（骨骼角色、纯逻辑预制件），这些对象生成后不可见	隱藏沒有靜態網格的預製件（骨架角色、純邏輯預製件），這些物件生成後不可見	Blendet Prefabs ohne statische Meshes aus (Skelettfiguren, reine Logik-Prefabs); sie erzeugen nichts Sichtbares	Masque les prefabs sans maillage statique (personnages squelettés, prefabs logiques) : ils n’affichent rien	정적 메시가 없는 프리팹(스킨 캐릭터, 로직 전용 프리팹)을 숨깁니다. 생성해도 보이지 않습니다	静的メッシュのないPrefab（スキン付きキャラクターやロジック専用Prefab）を隠します。生成しても表示されません	Oculta prefabs sin malla estática (personajes con esqueleto o prefabs lógicos): no muestran nada	Oculta prefabs sem malha estática (personagens esqueléticos ou prefabs só de lógica): nada visível será criado	Скрывает префабы без статических мешей (персонажи со скелетом и логические префабы): они не отображаются	Statik mesh içermeyen prefabları (iskeletli karakterler, yalnızca mantık prefabları) gizler; görünür nesne oluşturmaz
Placement keys (numpad by default; every action can be rebound, e.g. for keyboards without a numpad)	Placement keys (numpad by default; every action can be rebound, e.g. for keyboards without a numpad)	放置快捷键（默认使用数字键盘；每个操作都可重新绑定，例如没有数字键盘的键盘）	放置快速鍵（預設使用數字鍵盤；每個操作都可重新繫結，例如沒有數字鍵盤的鍵盤）	Platzierungstasten (standardmäßig Nummernblock; jede Aktion ist belegbar, auch ohne Nummernblock)	Touches de placement (pavé numérique par défaut ; chaque action peut être réaffectée)	배치 키(기본 숫자 키패드, 숫자 키패드가 없는 키보드에서도 각 동작을 다시 지정할 수 있음)	配置キー（既定はテンキー。テンキーのないキーボードでも各操作を割り当て可能）	Teclas de colocación (teclado numérico por defecto; cada acción se puede reasignar)	Teclas de posicionamento (teclado numérico por padrão; cada ação pode ser remapeada)	Клавиши размещения (по умолчанию цифровой блок; каждое действие можно переназначить)	Yerleştirme tuşları (varsayılan sayısal tuş takımı; her eylem yeniden atanabilir)
Pick keys the game does not use.	Pick keys the game does not use.	请选择游戏未使用的按键。	請選擇遊戲未使用的按鍵。	Wähle Tasten, die das Spiel nicht verwendet.	Choisissez des touches inutilisées par le jeu.	게임에서 사용하지 않는 키를 선택하세요.	ゲームで使われていないキーを選んでください。	Elige teclas que el juego no use.	Escolha teclas que o jogo não usa.	Выберите клавиши, которые игра не использует.	Oyunun kullanmadığı tuşları seçin.
Gizmo projection (stage 1: display). Calibrate once: enable the marker, switch to play mode (Home) and adjust until the yellow circles sit at your character's feet and head.	Gizmo projection (stage 1: display). Calibrate once: enable the marker, switch to play mode (Home) and adjust until the yellow circles sit at your character's feet and head.	操纵器投影（第 1 阶段：显示）。只需校准一次：启用标记，切换到游玩模式（Home），调整数值，直到黄色圆圈分别位于角色脚部和头部。	操縱器投影（第 1 階段：顯示）。只需校準一次：啟用標記，切換至遊玩模式（Home），調整數值，直到黃色圓圈分別位於角色腳部和頭部。	Gizmo-Projektion (Stufe 1: Anzeige). Einmal kalibrieren: Markierung aktivieren, in den Spielmodus (Pos1) wechseln und anpassen, bis die gelben Kreise an Füßen und Kopf sitzen.	Projection du gizmo (étape 1 : affichage). Calibrez une fois : activez le repère, passez en mode jeu (Home) et ajustez jusqu’à ce que les cercles jaunes soient aux pieds et à la tête du personnage.	기즈모 투영(1단계: 표시). 한 번만 보정하세요. 마커를 켜고 플레이 모드(Home)로 전환한 뒤 노란 원이 캐릭터의 발과 머리에 오도록 조정합니다.	ギズモの投影（ステージ1：表示）。一度だけ調整します。マーカーを有効にしてプレイモード（Home）に切り替え、黄色い円がキャラクターの足と頭に合うように調整してください。	Proyección del gizmo (fase 1: visualización). Calibra una vez: activa el marcador, cambia al modo juego (Home) y ajusta hasta que los círculos amarillos coincidan con los pies y la cabeza.	Projeção do gizmo (etapa 1: exibição). Calibre uma vez: ative o marcador, mude para o modo de jogo (Home) e ajuste até os círculos amarelos ficarem nos pés e na cabeça do personagem.	Проекция гизмо (этап 1: отображение). Настройте один раз: включите маркер, перейдите в игровой режим (Home) и совместите жёлтые круги с ногами и головой персонажа.	Gizmo projeksiyonu (1. aşama: görüntü). Bir kez kalibre edin: işareti açın, oyun moduna (Home) geçin ve sarı daireler karakterin ayaklarına ve başına oturana kadar ayarlayın.
listens on 127.0.0.1 only. Local tools and scripts can search prefabs and spawn, move and delete World Builder objects (see HTTP_API.md)	listens on 127.0.0.1 only. Local tools and scripts can search prefabs and spawn, move and delete World Builder objects (see HTTP_API.md)	仅监听 127.0.0.1。本机工具和脚本可以搜索预制件，并生成、移动和删除 World Builder 物体（参阅 HTTP_API.md）	僅監聽 127.0.0.1。本機工具和指令碼可搜尋預製件，並生成、移動及刪除 World Builder 物件（參閱 HTTP_API.md）	Lauscht nur auf 127.0.0.1. Lokale Tools und Skripte können Prefabs suchen sowie World-Builder-Objekte erzeugen, bewegen und löschen (siehe HTTP_API.md).	Écoute uniquement sur 127.0.0.1. Les outils locaux peuvent rechercher des prefabs et créer, déplacer ou supprimer des objets (voir HTTP_API.md).	127.0.0.1에서만 수신합니다. 로컬 도구와 스크립트로 프리팹을 검색하고 World Builder 오브젝트를 생성·이동·삭제할 수 있습니다(HTTP_API.md 참고).	127.0.0.1のみで待ち受けます。ローカルツールからPrefab検索やWorld Builderオブジェクトの生成・移動・削除ができます（HTTP_API.md参照）。	Solo escucha en 127.0.0.1. Las herramientas locales pueden buscar prefabs y crear, mover o eliminar objetos (consulta HTTP_API.md).	Escuta somente em 127.0.0.1. Ferramentas locais podem buscar prefabs e criar, mover ou remover objetos (consulte HTTP_API.md).	Слушает только 127.0.0.1. Локальные инструменты могут искать префабы, создавать, перемещать и удалять объекты (см. HTTP_API.md).	Yalnızca 127.0.0.1 adresinde dinler. Yerel araçlar prefab arayabilir, World Builder nesnelerini oluşturabilir, taşıyabilir ve silebilir (HTTP_API.md).
all (%d)	all (%d)	全部（%d）	全部（%d）	Alle (%d)	Tout (%d)	전체(%d)	すべて（%d）	Todo (%d)	Tudo (%d)	Все (%d)	Tümü (%d)
new (%d)	new (%d)	新增（%d）	新增（%d）	Neu (%d)	Nouveaux (%d)	새 항목(%d)	新規（%d）	Nuevos (%d)	Novos (%d)	Новые (%d)	Yeni (%d)
Group %d  (%d objects)	Group %d  (%d objects)	组 %d（%d 个物体）	群組 %d（%d 個物件）	Gruppe %d  (%d Objekte)	Groupe %d  (%d objets)	그룹 %d  (오브젝트 %d개)	グループ%d（オブジェクト%d個）	Grupo %d  (%d objetos)	Grupo %d  (%d objetos)	Группа %d  (объектов: %d)	Grup %d  (%d nesne)
Group selection	Group selection	选择组	群組選取	Gruppe auswählen	Sélectionner le groupe	그룹 선택	グループを選択	Seleccionar grupo	Selecionar grupo	Выбрать группу	Grubu seç
Grab group	Grab group	抓取整组	抓取整組	Gruppe greifen	Saisir le groupe	그룹 잡기	グループを掴む	Agarrar grupo	Pegar grupo	Взять группу	Grubu tut
add to collection	add to collection	添加到收藏集	加入收藏集	Zur Sammlung hinzufügen	Ajouter à la collection	컬렉션에 추가	コレクションに追加	Añadir a colección	Adicionar à coleção	Добавить в коллекцию	Koleksiyona ekle
favorite	favorite	收藏	我的最愛	Favorit	Favori	즐겨찾기	お気に入り	Favorito	Favorito	В избранное	Favori
unfavorite	unfavorite	取消收藏	移除我的最愛	Aus Favoriten entfernen	Retirer des favoris	즐겨찾기 해제	お気に入り解除	Quitar de favoritos	Remover dos favoritos	Убрать из избранного	Favorilerden kaldır
recent:	recent:	最近：	最近：	Zuletzt:	Récents :	최근 항목:	最近:	Recientes:	Recentes:	Недавние:	Son kullanılanlar:
(first 5000)	(first 5000)	（前 5000 个）	（前 5000 個）	(erste 5000)	(5000 premiers)	(처음 5000개)	（先頭5000件）	(primeros 5000)	(primeiros 5000)	(первые 5000)	(ilk 5000)
one grid step per press	one grid step per press	每按一次移动一个网格	每按一次移動一個格線	Ein Rasterfeld pro Tastendruck	Un pas de grille par pression	한 번 누를 때마다 한 칸	1回押すごとに1グリッド移動	Un paso de cuadrícula por pulsación	Um passo de grade por toque	Один шаг сетки за нажатие	Her basışta bir ızgara adımı
fast	fast	快速	快速	Schnell	Rapide	빠르게	高速	Rápido	Rápido	Быстро	Hızlı
(group)	(group)	（组）	（群組）	(Gruppe)	(groupe)	(그룹)	（グループ）	(grupo)	(grupo)	(группа)	(grup)
(in a group)	(in a group)	（属于一个组）	（屬於一個群組）	(in einer Gruppe)	(dans un groupe)	(그룹에 포함)	（グループ内）	(en un grupo)	(em um grupo)	(в группе)	(grupta)
(click: favorite)	(click: favorite)	（点击收藏）	（點擊加入我的最愛）	(Klick: Favorit)	(cliquer : favori)	(클릭: 즐겨찾기)	（クリックでお気に入り）	(clic: favorito)	(clique: favorito)	(щелчок: избранное)	(tıkla: favori)
0.1 m	0.1 m	0.1 米	0.1 公尺	0,1 m	0,1 m	0.1 m	0.1 m	0,1 m	0,1 m	0,1 м	0,1 m
0.25 m	0.25 m	0.25 米	0.25 公尺	0,25 m	0,25 m	0.25 m	0.25 m	0,25 m	0,25 m	0,25 м	0,25 m
0.5 m	0.5 m	0.5 米	0.5 公尺	0,5 m	0,5 m	0.5 m	0.5 m	0,5 m	0,5 m	0,5 м	0,5 m
1 m	1 m	1 米	1 公尺	1 m	1 m	1 m	1 m	1 m	1 m	1 м	1 m
2 m	2 m	2 米	2 公尺	2 m	2 m	2 m	2 m	2 m	2 m	2 м	2 m
5 deg	5 deg	5 度	5 度	5 Grad	5 degrés	5도	5度	5 grados	5 graus	5°	5 derece
15 deg	15 deg	15 度	15 度	15 Grad	15 degrés	15도	15度	15 grados	15 graus	15°	15 derece
30 deg	30 deg	30 度	30 度	30 Grad	30 degrés	30도	30度	30 grados	30 graus	30°	30 derece
45 deg	45 deg	45 度	45 度	45 Grad	45 degrés	45도	45度	45 grados	45 graus	45°	45 derece
90 deg	90 deg	90 度	90 度	90 Grad	90 degrés	90도	90度	90 grados	90 graus	90°	90 derece
object	object	物体	物件	Objekt	Objet	오브젝트	オブジェクト	Objeto	Objeto	Объект	Nesne
grp	grp	组	群組	Gruppe	Grp.	그룹	グループ	Grupo	Grupo	Группа	Grup
dist	dist	距离	距離	Abstand	Dist.	거리	距離	Distancia	Distância	Расст.	Uzaklık
feet	feet	脚部	腳部	Füße	Pieds	발	足元	Pies	Pés	Ноги	Ayaklar
head (1.8 m)	head (1.8 m)	头部（1.8 米）	頭部（1.8 公尺）	Kopf (1,8 m)	Tête (1,8 m)	머리(1.8m)	頭（1.8 m）	Cabeza (1,8 m)	Cabeça (1,8 m)	Голова (1,8 м)	Baş (1,8 m)
no duplicates found	no duplicates found	未发现重复物体	找不到重複物件	Keine Duplikate gefunden	Aucun doublon trouvé	중복 항목 없음	重複は見つかりませんでした	No se encontraron duplicados	Nenhuma duplicata encontrada	Дубликатов нет	Yinelenen bulunamadı
deleted all	deleted all	已删除全部物体	已刪除所有物件	Alle gelöscht	Tout supprimé	모두 삭제됨	すべて削除しました	Todo eliminado	Tudo excluído	Всё удалено	Tümü silindi
undo	undo	撤销	復原	Rückgängig	Annuler	실행 취소	元に戻す	Deshacer	Desfazer	Отменить	Geri al
redo	redo	重做	重做	Wiederholen	Rétablir	다시 실행	やり直し	Rehacer	Refazer	Повторить	Yinele
levelled	levelled	已水平对齐	已水平對齊	Ausgerichtet	Mis à niveau	수평 맞춤 완료	水平にしました	Nivelado	Nivelado	Выровнено	Düzleştirildi
%s %d objects	%s %d objects	%s %d 个物体	%s %d 個物件	%s %d Objekte	%s %d objets	%s 오브젝트 %d개	%s オブジェクト%d個	%s %d objetos	%s %d objetos	%s объектов: %d	%s %d nesne
spawn %s	spawn %s	生成 %s	生成 %s	%s erzeugt	Créer : %s	%s 생성	%sを生成	Crear %s	Gerar %s	Создать: %s	%s oluştur
spawning %s	spawning %s	正在生成 %s	正在生成 %s	Erzeuge %s	Création de %s	%s 생성 중	%sを生成中	Generando %s	Gerando %s	Создание: %s	%s oluşturuluyor
snapped to the ground (%+.2f m)	snapped to the ground (%+.2f m)	已吸附到地面（%+.2f 米）	已吸附至地面（%+.2f 公尺）	Am Boden eingerastet (%+.2f m)	Aligné au sol (%+.2f m)	지면에 맞춤(%+.2f m)	地面にスナップしました（%+.2f m）	Ajustado al suelo (%+.2f m)	Alinhado ao chão (%+.2f m)	Привязано к земле (%+.2f м)	Zemine hizalandı (%+.2f m)
Remove all %d placed objects and start an empty project?	Remove all %d placed objects and start an empty project?	移除全部 %d 个已放置物体并开始空项目？	移除全部 %d 個已放置物件並開始空白專案？	Alle %d platzierten Objekte entfernen und ein leeres Projekt starten?	Supprimer les %d objets placés et démarrer un projet vide ?	배치된 오브젝트 %d개를 모두 제거하고 빈 프로젝트를 시작할까요?	配置済みオブジェクト%d個をすべて削除して、新しいプロジェクトを開始しますか？	¿Eliminar los %d objetos colocados y comenzar un proyecto vacío?	Remover os %d objetos colocados e iniciar um projeto vazio?	Удалить все размещённые объекты (%d) и начать пустой проект?	Yerleştirilen %d nesnenin tümü kaldırılsın ve boş bir proje başlatılsın mı?
Saved projects stay on disk. Undo cannot bring the objects back.	Saved projects stay on disk. Undo cannot bring the objects back.	已保存的项目仍保留在磁盘上。撤销无法恢复这些物体。	已儲存的專案仍會保留在磁碟上。復原無法還原這些物件。	Gespeicherte Projekte bleiben auf der Festplatte. Rückgängig kann die Objekte nicht wiederherstellen.	Les projets enregistrés restent sur le disque. Annuler ne peut pas restaurer ces objets.	저장된 프로젝트는 디스크에 남습니다. 실행 취소로 오브젝트를 복구할 수 없습니다.	保存済みのプロジェクトはディスクに残ります。元に戻す操作ではオブジェクトを復元できません。	Los proyectos guardados permanecen en el disco. Deshacer no puede recuperar estos objetos.	Os projetos salvos continuam no disco. Desfazer não recupera esses objetos.	Сохранённые проекты останутся на диске. Отмена не восстановит объекты.	Kaydedilmiş projeler diskte kalır. Geri alma nesneleri geri getirmez.
empty scene for a new project: removes everything World Builder has placed.\nSaved .cdproj files on disk are not touched.	empty scene for a new project: removes everything World Builder has placed.\nSaved .cdproj files on disk are not touched.	为新项目清空场景：移除 World Builder 放置的所有物体。磁盘上已保存的 .cdproj 文件不会受影响。	為新專案清空場景：移除 World Builder 放置的所有物件。磁碟上已儲存的 .cdproj 檔案不會受影響。	Leere Szene für ein neues Projekt: Entfernt alles, was World Builder platziert hat. Gespeicherte .cdproj-Dateien bleiben erhalten.	Vider la scène pour un nouveau projet : supprime tout ce que World Builder a placé. Les fichiers .cdproj enregistrés restent intacts.	새 프로젝트를 위해 장면을 비웁니다. World Builder가 배치한 모든 오브젝트가 제거되며 디스크의 .cdproj 파일은 유지됩니다.	新しいプロジェクト用にシーンを空にします。World Builderが配置したオブジェクトは削除されますが、保存済みの.cdprojファイルは変更されません。	Vacía la escena para un proyecto nuevo: elimina lo colocado por World Builder. Los .cdproj guardados no se modifican.	Esvazia a cena para um novo projeto: remove tudo que o World Builder colocou. Arquivos .cdproj salvos não são alterados.	Очистить сцену для нового проекта: удалить размещённое World Builder. Сохранённые .cdproj не изменятся.	Yeni proje için sahneyi boşaltır: World Builder'ın yerleştirdiği her şeyi kaldırır. Kayıtlı .cdproj dosyaları değişmez.
drops the entries from the list without touching the world	drops the entries from the list without touching the world	从列表中移除条目，但不影响游戏世界	從清單中移除項目，但不影響遊戲世界	Entfernt Einträge aus der Liste, ohne die Welt zu verändern	Retire les entrées de la liste sans modifier le monde	월드는 변경하지 않고 목록에서 항목을 제거합니다	ワールドに触れずにリストから項目を除外します	Quita las entradas de la lista sin modificar el mundo	Remove os itens da lista sem alterar o mundo	Убирает записи из списка, не меняя мир	Dünyaya dokunmadan kayıtları listeden kaldırır
%d objects of this project are in the scene and were changed since the last save	%d objects of this project are in the scene and were changed since the last save	此项目有 %d 个物体在场景中，且自上次保存后已更改	此專案有 %d 個物件在場景中，且自上次儲存後已變更	%d Objekte dieses Projekts in der Szene wurden seit dem letzten Speichern geändert	%d objets de ce projet sont dans la scène et ont changé depuis la dernière sauvegarde	이 프로젝트의 오브젝트 %d개가 장면에 있으며 마지막 저장 이후 변경되었습니다	このプロジェクトのオブジェクト%d個がシーンにあり、前回保存後に変更されています	Hay %d objetos de este proyecto en la escena y cambiaron desde el último guardado	%d objetos deste projeto estão na cena e foram alterados desde o último salvamento	Объектов проекта в сцене: %d; есть изменения после сохранения	Bu projenin sahnedeki %d nesnesi son kayıttan sonra değiştirildi
placed by hand and not part of a saved project yet - the Project tab saves exactly these under a new name	placed by hand and not part of a saved project yet - the Project tab saves exactly these under a new name	手动放置的物体尚未属于已保存项目；“项目”标签页可将这些物体另存为新项目	手動放置的物件尚未屬於已儲存專案；「專案」分頁可將這些物件另存為新專案	Manuell platziert und noch keinem gespeicherten Projekt zugeordnet – im Projekt-Tab genau diese unter neuem Namen speichern	Placés à la main et pas encore enregistrés dans un projet ; l’onglet Projet permet de les sauvegarder sous un nouveau nom	직접 배치했으며 아직 저장된 프로젝트에 포함되지 않았습니다. 프로젝트 탭에서 새 이름으로 저장할 수 있습니다	手動配置され、まだ保存済みプロジェクトに属していません。プロジェクトタブで新しい名前を付けて保存できます	Colocados a mano y aún sin proyecto guardado; la pestaña Proyecto permite guardarlos con otro nombre	Colocados manualmente e ainda sem projeto salvo; a aba Projeto permite salvá-los com outro nome	Размещены вручную и ещё не входят в сохранённый проект; во вкладке «Проект» их можно сохранить под новым именем	Elle yerleştirildi ve kayıtlı projeye ait değil; Proje sekmesinden yeni adla kaydedebilirsiniz
player position not available (load a save)	player position not available (load a save)	无法获取玩家位置（请先加载存档）	無法取得玩家位置（請先載入存檔）	Spielerposition nicht verfügbar (Spielstand laden)	Position du joueur indisponible (chargez une sauvegarde)	플레이어 위치를 사용할 수 없습니다(저장 파일을 불러오세요)	プレイヤー位置を取得できません（セーブを読み込んでください）	Posición del jugador no disponible (carga una partida)	Posição do jogador indisponível (carregue um jogo salvo)	Позиция игрока недоступна (загрузите сохранение)	Oyuncu konumu yok (bir kayıt yükleyin)
gimmicks through the game	gimmicks through the game	gimmicks through the game	gimmicks through the game	Gimmicks über das Spiel	gimmicks through the game	gimmicks through the game	gimmicks through the game	gimmicks through the game	gimmicks through the game	gimmicks through the game	gimmicks through the game
prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	Prefabs unter /object/cd_gimmick/ werden über den Spawn-Weg des Spiels erzeugt und reagieren wie echte Objekte (Fackeln, Türen, Truhen); aus = statische Objekte	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects	prefabs under /object/cd_gimmick/ are spawned through the game's own spawn path and react like real objects (torches, doors, chests); off = plain objects
%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interaktive(s) Objekt(e) wird/werden erzeugt...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...	%d interactive object(s) spawning...
%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interaktive(s) Objekt(e) warten auf eine Spawn-Vorlage: ein paar Meter laufen	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters	%d interactive object(s) waiting for a spawn template: walk a few meters
NPCs	NPCs	NPC	NPC	NPCs	PNJ	NPC	NPC	PNJ	NPCs	НИП	NPC'ler
